Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
05-Jan-24,Friday,January,Q1,2024,EQ,3009.95,3066.90,2981.10,2998.30,3009.00,3006.60,3026.08,3880.00,1017.45,3219949.00,125926.00
04-Jan-24,Thursday,January,Q1,2024,EQ,3039.40,3044.45,2990.00,3003.00,2996.00,2998.30,3011.56,3880.00,1017.45,2975620.00,122929.00
03-Jan-24,Wednesday,January,Q1,2024,EQ,3047.00,3199.00,2955.60,2932.40,3005.00,3003.00,3060.56,3880.00,1017.45,19725411.00,762896.00
02-Jan-24,Tuesday,January,Q1,2024,EQ,2922.00,2948.20,2841.00,2917.20,2931.00,2932.40,2903.97,3880.00,1017.45,2671368.00,116025.00
01-Jan-24,Monday,January,Q1,2024,EQ,2852.30,2947.00,2842.05,2848.95,2902.85,2917.20,2914.54,3880.00,1017.45,2898619.00,116403.00
29-Dec-23,Friday,December,Q4,2023,EQ,2823.90,2863.30,2802.85,2809.90,2849.05,2848.95,2838.38,3898.00,1017.45,1507086.00,65085.00
28-Dec-23,Thursday,December,Q4,2023,EQ,2855.00,2867.35,2800.10,2843.35,2816.90,2809.90,2818.51,3898.00,1017.45,4102912.00,108070.00
27-Dec-23,Wednesday,December,Q4,2023,EQ,2880.70,2894.80,2833.60,2865.45,2846.00,2843.35,2854.23,3898.00,1017.45,1698325.00,96864.00
26-Dec-23,Tuesday,December,Q4,2023,EQ,2817.00,2893.75,2800.10,2808.35,2877.05,2865.45,2859.55,3898.00,1017.45,2048484.00,124764.00
22-Dec-23,Friday,December,Q4,2023,EQ,2815.95,2847.60,2791.40,2799.75,2806.00,2808.35,2819.62,4190.00,1017.45,1513956.00,76777.00
21-Dec-23,Thursday,December,Q4,2023,EQ,2750.00,2821.95,2725.00,2783.85,2812.90,2799.75,2788.43,4190.00,1017.45,2678577.00,139231.00
20-Dec-23,Wednesday,December,Q4,2023,EQ,2946.00,2968.00,2766.20,2941.25,2775.00,2783.85,2870.07,4190.00,1017.45,3417739.00,171337.00
19-Dec-23,Tuesday,December,Q4,2023,EQ,2988.80,2994.35,2915.00,2980.60,2940.00,2941.25,2950.36,4190.00,1017.45,1741493.00,81742.00
18-Dec-23,Monday,December,Q4,2023,EQ,2993.95,3027.75,2961.10,2991.80,2974.00,2980.60,2993.07,4190.00,1017.45,2315922.00,100133.00
15-Dec-23,Friday,December,Q4,2023,EQ,2912.05,3000.00,2893.90,2894.05,2987.00,2991.80,2962.62,4190.00,1017.45,4921484.00,180486.00
14-Dec-23,Thursday,December,Q4,2023,EQ,2900.95,2932.95,2887.00,2875.05,2893.00,2894.05,2908.68,4190.00,1017.45,3224681.00,140194.00
13-Dec-23,Wednesday,December,Q4,2023,EQ,2860.00,2899.10,2805.00,2857.65,2887.00,2875.05,2854.75,4190.00,1017.45,2805832.00,118936.00
12-Dec-23,Tuesday,December,Q4,2023,EQ,2869.10,2895.95,2840.55,2855.80,2855.00,2857.65,2864.57,4190.00,1017.45,2017772.00,91033.00
11-Dec-23,Monday,December,Q4,2023,EQ,2837.05,2919.90,2811.05,2822.15,2862.00,2855.80,2867.92,4190.00,1017.45,5064123.00,202891.00
08-Dec-23,Friday,December,Q4,2023,EQ,2902.70,2927.00,2760.00,2887.15,2829.90,2822.15,2839.19,4190.00,1017.45,6959428.00,289285.00
07-Dec-23,Thursday,December,Q4,2023,EQ,2900.00,2945.90,2853.05,2883.95,2892.30,2887.15,2898.60,4190.00,1017.45,6325887.00,265235.00
06-Dec-23,Wednesday,December,Q4,2023,EQ,3080.00,3154.55,2844.85,2959.35,2893.00,2883.95,2987.51,4190.00,1017.45,19355777.00,780601.00
05-Dec-23,Tuesday,December,Q4,2023,EQ,2531.20,2999.90,2531.20,2531.20,2971.00,2959.35,2804.15,4190.00,1017.45,22879079.00,753504.00
04-Dec-23,Monday,December,Q4,2023,EQ,2549.95,2595.00,2487.45,2362.70,2523.00,2531.20,2529.80,4190.00,1017.45,5681516.00,226984.00
01-Dec-23,Friday,December,Q4,2023,EQ,2370.00,2403.35,2354.10,2358.55,2359.00,2362.70,2372.38,4190.00,1017.45,1792983.00,79854.00
30-Nov-23,Thursday,November,Q4,2023,EQ,2400.05,2409.00,2343.05,2396.60,2365.50,2358.55,2361.69,4190.00,1017.45,2983879.00,128913.00
29-Nov-23,Wednesday,November,Q4,2023,EQ,2468.70,2477.65,2390.00,2423.50,2394.00,2396.60,2429.99,4190.00,1017.45,4561574.00,176974.00
28-Nov-23,Tuesday,November,Q4,2023,EQ,2301.00,2512.40,2275.00,2225.45,2430.00,2423.50,2416.12,4190.00,1017.45,11972275.00,429582.00
24-Nov-23,Friday,November,Q4,2023,EQ,2179.00,2251.95,2160.90,2175.25,2250.00,2225.45,2206.04,4190.00,1017.45,1946259.00,91515.00
23-Nov-23,Thursday,November,Q4,2023,EQ,2190.00,2190.00,2160.60,2172.65,2179.00,2175.25,2176.85,4190.00,1017.45,729114.00,38958.00
22-Nov-23,Wednesday,November,Q4,2023,EQ,2205.15,2225.00,2153.50,2196.65,2175.00,2172.65,2175.45,4190.00,1017.45,1247205.00,58112.00
21-Nov-23,Tuesday,November,Q4,2023,EQ,2160.00,2232.55,2158.35,2149.85,2197.60,2196.65,2207.07,4190.00,1017.45,1839502.00,90480.00
20-Nov-23,Monday,November,Q4,2023,EQ,2211.00,2218.50,2142.00,2208.80,2151.00,2149.85,2173.70,4190.00,1017.45,1577213.00,78926.00
17-Nov-23,Friday,November,Q4,2023,EQ,2205.90,2237.95,2201.00,2205.90,2209.00,2208.80,2216.32,4190.00,1017.45,916518.00,43810.00
16-Nov-23,Thursday,November,Q4,2023,EQ,2226.00,2232.80,2196.10,2225.40,2203.00,2205.90,2211.42,4190.00,1017.45,1307584.00,73917.00
15-Nov-23,Wednesday,November,Q4,2023,EQ,2240.00,2250.00,2220.50,2213.65,2223.95,2225.40,2228.39,4190.00,1017.45,696475.00,33170.00
13-Nov-23,Monday,November,Q4,2023,EQ,2215.50,2241.90,2195.55,2211.35,2218.00,2213.65,2212.76,4190.00,1017.45,853633.00,42537.00
12-Nov-23,Sunday,November,Q4,2023,EQ,2219.70,2226.00,2205.10,2205.10,2207.50,2211.35,2215.90,4190.00,1017.45,148320.00,9273.00
10-Nov-23,Friday,November,Q4,2023,EQ,2220.25,2237.00,2198.50,2214.65,2209.00,2205.10,2214.55,4190.00,1017.45,1072597.00,45963.00
09-Nov-23,Thursday,November,Q4,2023,EQ,2269.00,2272.60,2210.10,2259.95,2219.95,2214.65,2231.38,4190.00,1017.45,1267890.00,63026.00
08-Nov-23,Wednesday,November,Q4,2023,EQ,2245.30,2298.00,2235.00,2233.35,2259.00,2259.95,2263.84,4190.00,1017.45,1169180.00,58323.00
07-Nov-23,Tuesday,November,Q4,2023,EQ,2257.00,2260.00,2226.65,2246.00,2235.45,2233.35,2240.69,4190.00,1017.45,641554.00,33475.00
06-Nov-23,Monday,November,Q4,2023,EQ,2253.95,2260.00,2233.00,2229.85,2245.10,2246.00,2244.88,4190.00,1017.45,770061.00,43846.00
03-Nov-23,Friday,November,Q4,2023,EQ,2215.30,2279.00,2215.00,2215.30,2229.25,2229.85,2244.27,4190.00,1017.45,1853300.00,82880.00
02-Nov-23,Thursday,November,Q4,2023,EQ,2247.00,2297.95,2204.20,2217.30,2214.00,2215.30,2247.07,4190.00,1017.45,2340997.00,127122.00
01-Nov-23,Wednesday,November,Q4,2023,EQ,2299.00,2312.25,2207.00,2294.65,2215.90,2217.30,2253.36,4190.00,1017.45,1666579.00,79883.00
31-Oct-23,Tuesday,October,Q4,2023,EQ,2320.00,2320.00,2276.00,2299.10,2297.00,2294.65,2294.76,4190.00,1017.45,1155280.00,52388.00
30-Oct-23,Monday,October,Q4,2023,EQ,2260.05,2305.00,2250.00,2261.70,2294.55,2299.10,2286.43,4190.00,1017.45,996448.00,53630.00
27-Oct-23,Friday,October,Q4,2023,EQ,2222.00,2275.00,2212.00,2203.20,2259.80,2261.70,2246.49,4190.00,1017.45,1244293.00,63625.00
26-Oct-23,Thursday,October,Q4,2023,EQ,2249.00,2249.00,2167.05,2257.00,2208.00,2203.20,2202.63,4190.00,1017.45,2226073.00,128777.00
25-Oct-23,Wednesday,October,Q4,2023,EQ,2320.00,2348.05,2235.30,2308.65,2261.00,2257.00,2287.32,4190.00,1017.45,1540819.00,79580.00
23-Oct-23,Monday,October,Q4,2023,EQ,2397.80,2412.35,2301.80,2393.75,2304.95,2308.65,2339.84,4190.00,1017.45,1483549.00,81837.00
20-Oct-23,Friday,October,Q4,2023,EQ,2398.05,2443.95,2382.05,2402.20,2395.00,2393.75,2403.46,4190.00,1017.45,1240350.00,56041.00
19-Oct-23,Thursday,October,Q4,2023,EQ,2400.00,2414.70,2382.55,2406.35,2403.55,2402.20,2399.00,4190.00,1017.45,1168822.00,67638.00
18-Oct-23,Wednesday,October,Q4,2023,EQ,2440.00,2441.75,2401.05,2428.40,2410.00,2406.35,2417.18,4190.00,1017.45,776977.00,40653.00
17-Oct-23,Tuesday,October,Q4,2023,EQ,2459.95,2462.00,2423.50,2429.35,2429.80,2428.40,2441.19,4190.00,1017.45,707543.00,39591.00
16-Oct-23,Monday,October,Q4,2023,EQ,2454.55,2464.70,2421.85,2454.55,2430.00,2429.35,2447.48,4190.00,1017.45,803856.00,42165.00
13-Oct-23,Friday,October,Q4,2023,EQ,2488.90,2495.00,2422.35,2506.35,2449.00,2454.55,2446.51,4190.00,1017.45,2278682.00,97378.00
12-Oct-23,Thursday,October,Q4,2023,EQ,2499.90,2521.75,2490.65,2488.60,2505.10,2506.35,2506.49,4190.00,1017.45,1804818.00,59299.00
11-Oct-23,Wednesday,October,Q4,2023,EQ,2533.90,2538.00,2482.50,2498.30,2497.00,2488.60,2512.68,4190.00,1017.45,1627836.00,56575.00
10-Oct-23,Tuesday,October,Q4,2023,EQ,2443.00,2517.95,2443.00,2442.60,2495.00,2498.30,2492.25,4190.00,1017.45,1771910.00,70051.00
09-Oct-23,Monday,October,Q4,2023,EQ,2440.00,2459.70,2411.30,2478.10,2440.00,2442.60,2435.04,4190.00,1017.45,1408224.00,59652.00
06-Oct-23,Friday,October,Q4,2023,EQ,2466.35,2514.95,2466.05,2466.35,2479.90,2478.10,2491.17,4190.00,1017.45,1510035.00,59609.00
05-Oct-23,Thursday,October,Q4,2023,EQ,2477.95,2486.50,2446.40,2464.95,2466.00,2466.35,2464.12,4190.00,1017.45,1132455.00,64651.00
04-Oct-23,Wednesday,October,Q4,2023,EQ,2402.20,2502.75,2392.25,2387.25,2464.30,2464.95,2451.95,4190.00,1017.45,2857377.00,124922.00
03-Oct-23,Tuesday,October,Q4,2023,EQ,2418.00,2424.90,2372.00,2413.90,2387.10,2387.25,2395.35,4190.00,1017.45,2019899.00,70447.00
29-Sep-23,Friday,September,Q3,2023,EQ,2462.05,2479.55,2405.05,2475.25,2416.00,2413.90,2430.24,4190.00,1017.45,1689201.00,81407.00
28-Sep-23,Thursday,September,Q3,2023,EQ,2489.95,2511.00,2446.70,2483.30,2477.10,2475.25,2478.59,4190.00,1017.45,2225560.00,75079.00
27-Sep-23,Wednesday,September,Q3,2023,EQ,2460.00,2498.00,2445.10,2457.95,2484.00,2483.30,2475.27,4190.00,1017.45,1077373.00,42234.00
26-Sep-23,Tuesday,September,Q3,2023,EQ,2491.00,2499.00,2452.60,2482.10,2458.50,2457.95,2474.46,4190.00,1017.45,698863.00,35719.00
25-Sep-23,Monday,September,Q3,2023,EQ,2479.95,2489.00,2424.00,2464.90,2484.00,2482.10,2460.35,4190.00,1017.45,1216898.00,62473.00
22-Sep-23,Friday,September,Q3,2023,EQ,2489.95,2498.00,2460.00,2479.25,2462.00,2464.90,2474.07,4190.00,1017.45,865589.00,44391.00
21-Sep-23,Thursday,September,Q3,2023,EQ,2479.80,2503.80,2461.00,2470.30,2481.00,2479.25,2482.40,4190.00,1017.45,1279908.00,72931.00
20-Sep-23,Wednesday,September,Q3,2023,EQ,2502.40,2533.65,2458.90,2502.45,2470.40,2470.30,2489.13,4190.00,1017.45,1203019.00,53694.00
18-Sep-23,Monday,September,Q3,2023,EQ,2552.00,2555.00,2491.00,2540.05,2503.00,2502.45,2521.46,4190.00,1017.45,861677.00,41768.00
15-Sep-23,Friday,September,Q3,2023,EQ,2519.80,2558.00,2514.20,2519.80,2537.90,2540.05,2539.20,4190.00,1017.45,1547001.00,59448.00
14-Sep-23,Thursday,September,Q3,2023,EQ,2541.85,2545.00,2506.05,2518.90,2516.00,2519.80,2524.05,4190.00,1017.45,1218481.00,66834.00
13-Sep-23,Wednesday,September,Q3,2023,EQ,2545.70,2566.95,2496.00,2535.70,2525.00,2518.90,2528.52,4190.00,1017.45,1780068.00,64129.00
12-Sep-23,Tuesday,September,Q3,2023,EQ,2622.45,2626.60,2530.00,2614.95,2532.05,2535.70,2555.52,4190.00,1017.45,5658774.00,147400.00
11-Sep-23,Monday,September,Q3,2023,EQ,2565.00,2630.25,2546.00,2519.30,2612.00,2614.95,2581.13,4190.00,1017.45,9148241.00,181137.00
08-Sep-23,Friday,September,Q3,2023,EQ,2513.80,2538.60,2506.10,2509.50,2519.00,2519.30,2526.49,4190.00,1017.45,5640973.00,91658.00
07-Sep-23,Thursday,September,Q3,2023,EQ,2498.00,2520.00,2485.00,2496.50,2506.00,2509.50,2506.00,4190.00,1017.45,4298988.00,65954.00
06-Sep-23,Wednesday,September,Q3,2023,EQ,2494.05,2504.00,2471.00,2494.05,2489.45,2496.50,2493.74,4190.00,1017.45,7416248.00,129014.00
05-Sep-23,Tuesday,September,Q3,2023,EQ,2482.00,2501.40,2464.00,2470.60,2488.00,2494.05,2488.19,4190.00,1017.45,6489319.00,124950.00
04-Sep-23,Monday,September,Q3,2023,EQ,2454.00,2480.00,2450.05,2450.05,2470.50,2470.60,2470.54,4190.00,1017.45,5998454.00,104932.00
01-Sep-23,Friday,September,Q3,2023,EQ,2381.00,2465.55,2380.00,2419.25,2449.90,2450.05,2441.84,4190.00,1017.45,6764397.00,169694.00
31-Aug-23,Thursday,August,Q3,2023,EQ,2449.95,2489.95,2383.75,2513.10,2425.00,2419.25,2437.26,4190.00,1017.45,6230369.00,209189.00
